Order_id,Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Country,Customer_Name,State,sub_category,discount,segment
331895,31-07-2024,Mouse,Accessories,South,3,1785,244.52,USA,Emma Thomas,London,Phones,0.1,Corporate
698430,30-09-2022,Smartwatch,Electronics,North,9,2952,605.85,UK,Priya Yadav,California,Paper,0,Consumer
925163,25-12-2024,Headphones,Accessories,East,1,773,181.52,India,John Thomas,Uttar Pradesh,Tables,0.3,Home Office
417789,30-03-2023,Tablet,Electronics,North,8,1640,361.48,Canada,Sneha Thomas,Delhi,Binders,0.15,Consumer
177858,02-10-2023,Keyboard,Accessories,East,1,1017,69.33,Canada,Michael Brown,London,Accessories,0.1,Home Office
478374,23-05-2022,Headphones,Accessories,East,4,1964,349.91,India,Rahul Thomas,Texas,Binders,0,Consumer
338101,05-04-2023,Mouse,Accessories,North,3,2994,638.59,Australia,David Yadav,Florida,Accessories,0.3,Corporate
210320,08-10-2023,Printer,Office,East,9,8046,2210.33,India,John Taylor,Delhi,Chairs,0.15,Corporate
901161,22-05-2022,Printer,Office,West,2,1874,271.5,Canada,David Brown,New South Wales,Chairs,0.2,Corporate
888338,19-08-2023,Mouse,Accessories,North,8,6008,871.76,Australia,Sneha Taylor,Uttar Pradesh,Binders,0.3,Consumer
519320,06-09-2023,Camera,Electronics,East,8,7240,411.19,Australia,John Singh,California,Chairs,0.05,Corporate
361804,17-06-2024,Monitor,Accessories,South,9,1188,348.31,India,David Anderson,Florida,Tables,0.1,Corporate
650537,22-12-2024,Headphones,Accessories,North,9,2997,163.34,Canada,John Johnson,London,Binders,0,Home Office
340092,02-02-2023,Printer,Office,West,9,7524,2017.85,India,David Yadav,Uttar Pradesh,Phones,0.3,Consumer
607718,13-10-2022,Monitor,Accessories,North,5,3625,268.73,India,Rahul Thomas,California,Binders,0.15,Home Office
670391,31-03-2024,Laptop,Electronics,East,8,6952,871.2,Australia,Amit Anderson,Punjab,Accessories,0.1,Corporate
264828,29-05-2023,Camera,Electronics,North,9,1053,283.58,Canada,Priya Sharma,California,Accessories,0.1,Consumer
530580,21-12-2024,Monitor,Accessories,North,9,6696,1224.22,India,Sophia Patel,Punjab,Chairs,0.2,Consumer
511952,09-10-2024,Headphones,Accessories,North,2,1420,93.59,Canada,Olivia Johnson,Maharashtra,Binders,0.3,Corporate
241713,29-12-2023,Camera,Electronics,West,9,9972,2566.01,Canada,Amit Smith,New South Wales,Phones,0.1,Corporate
376762,28-11-2022,Laptop,Electronics,South,8,3136,494.26,Australia,Sneha Yadav,New South Wales,Binders,0.2,Consumer
927570,10-02-2023,Camera,Electronics,West,3,225,20.52,India,David Yadav,Texas,Paper,0.15,Home Office
364573,12-05-2022,Mouse,Accessories,East,3,1662,375.04,Australia,Amit Sharma,Uttar Pradesh,Accessories,0.1,Corporate
204256,03-05-2024,Printer,Office,West,4,500,85.96,India,Michael Brown,Uttar Pradesh,Tables,0.05,Home Office
293413,02-08-2022,Smartphone,Electronics,North,8,3168,747.33,Australia,John Patel,Maharashtra,Accessories,0.15,Home Office
850358,31-12-2023,Smartphone,Electronics,East,1,622,104.57,India,David Taylor,Ontario,Paper,0.2,Home Office
576714,03-04-2022,Tablet,Electronics,North,3,1233,361.12,UK,Priya Anderson,California,Chairs,0.05,Consumer
350152,19-01-2024,Laptop,Electronics,West,3,573,116.14,Canada,David Brown,California,Paper,0.1,Consumer
171083,18-02-2022,Tablet,Electronics,South,1,702,129.34,UK,Rahul Johnson,California,Chairs,0.3,Home Office
518902,14-05-2024,Laptop,Electronics,South,8,4832,1261.06,Canada,Emma Sharma,New South Wales,Accessories,0.1,Home Office
944366,17-01-2023,Printer,Office,North,5,3765,670.8,India,Michael Thomas,California,Accessories,0.3,Consumer
321111,05-05-2024,Camera,Electronics,North,8,6928,1415.16,Canada,David Brown,London,Chairs,0.2,Consumer
422513,01-02-2023,Headphones,Accessories,West,7,1624,436.13,India,David Sharma,New South Wales,Binders,0.3,Corporate
830580,01-04-2023,Headphones,Accessories,North,1,68,10.39,Australia,Olivia Yadav,California,Tables,0.3,Corporate
539128,04-06-2023,Mouse,Accessories,North,1,651,187.99,Australia,Sneha Singh,Uttar Pradesh,Chairs,0.3,Consumer
713143,16-09-2024,Printer,Office,North,7,6293,718.49,UK,Amit Singh,Texas,Phones,0.3,Consumer
619374,16-02-2023,Keyboard,Accessories,West,2,1068,85.71,USA,John Yadav,New South Wales,Binders,0.1,Consumer
401595,17-10-2023,Keyboard,Accessories,North,1,381,26.69,Canada,Sophia Sharma,California,Accessories,0.1,Consumer
935974,21-07-2022,Printer,Office,South,2,2016,426.43,Australia,John Thomas,Delhi,Binders,0.15,Consumer
974491,10-02-2024,Headphones,Accessories,West,2,1224,340.67,Australia,Olivia Brown,Maharashtra,Binders,0,Corporate
485353,23-10-2022,Monitor,Accessories,South,5,2180,400.01,Australia,Rahul Brown,Florida,Accessories,0.15,Corporate
362945,12-09-2024,Laptop,Electronics,North,9,2853,353.09,UK,Amit Thomas,London,Tables,0.3,Corporate
631238,04-10-2022,Mouse,Accessories,South,1,272,45.33,India,Sneha Smith,Delhi,Tables,0.3,Consumer
694676,14-03-2022,Smartphone,Electronics,North,4,2640,183.23,UK,Olivia Smith,Florida,Accessories,0,Consumer
370941,26-04-2024,Monitor,Accessories,North,2,488,129.02,Australia,Sneha Thomas,London,Paper,0.15,Corporate
639908,10-11-2023,Printer,Office,South,8,9184,1795.93,Australia,Sophia Taylor,Punjab,Phones,0.15,Home Office
140714,12-04-2024,Tablet,Electronics,North,5,280,23.98,USA,John Yadav,New South Wales,Phones,0.1,Consumer
472478,03-10-2024,Keyboard,Accessories,East,3,2889,604.45,Canada,Olivia Taylor,London,Accessories,0,Corporate
314137,18-07-2024,Laptop,Electronics,West,1,625,125.9,India,Sneha Patel,Uttar Pradesh,Binders,0.1,Consumer
448551,16-04-2024,Keyboard,Accessories,South,8,7056,538.48,Canada,David Singh,New South Wales,Binders,0.05,Corporate
725917,11-07-2023,Tablet,Electronics,West,8,3936,720.2,India,John Patel,New South Wales,Binders,0.1,Corporate
124716,19-09-2022,Smartwatch,Electronics,East,6,2472,363.38,UK,David Patel,London,Chairs,0.15,Consumer
298530,19-06-2022,Mouse,Accessories,West,5,855,67.57,UK,Amit Sharma,Ontario,Paper,0.2,Corporate
158569,25-02-2024,Mouse,Accessories,West,3,3480,560.39,USA,David Thomas,New South Wales,Tables,0.3,Consumer
900038,07-03-2023,Camera,Electronics,South,1,846,103.3,India,John Thomas,Ontario,Phones,0,Consumer
489702,09-03-2022,Keyboard,Accessories,North,1,158,46.24,Australia,Olivia Johnson,Punjab,Paper,0.15,Consumer
988053,31-12-2022,Mouse,Accessories,South,9,3186,583.24,India,Michael Sharma,New South Wales,Chairs,0.3,Consumer
936659,01-02-2024,Mouse,Accessories,North,7,6972,969.43,USA,Emma Smith,Florida,Accessories,0.15,Corporate
470809,15-04-2024,Mouse,Accessories,East,5,1745,449.64,UK,John Thomas,New South Wales,Tables,0.2,Consumer
148267,15-05-2024,Laptop,Electronics,East,8,4256,372.95,Australia,Amit Thomas,Maharashtra,Chairs,0,Corporate
767123,14-04-2022,Keyboard,Accessories,South,3,1674,499.63,India,Priya Brown,New South Wales,Accessories,0.15,Home Office
413818,25-09-2024,Camera,Electronics,North,8,6488,1072.86,Australia,Michael Singh,Delhi,Binders,0.1,Consumer
782699,05-03-2022,Tablet,Electronics,East,5,3530,803.86,Canada,David Anderson,Punjab,Phones,0.1,Consumer
299113,03-09-2022,Mouse,Accessories,North,2,632,87.45,USA,John Singh,Uttar Pradesh,Paper,0.1,Consumer
926885,09-11-2024,Monitor,Accessories,North,7,3675,236.8,Australia,Sneha Johnson,Uttar Pradesh,Chairs,0.15,Corporate
626392,12-09-2023,Smartwatch,Electronics,West,6,5592,926.42,Australia,Sophia Sharma,Delhi,Tables,0.2,Consumer
953971,11-02-2023,Keyboard,Accessories,East,6,6432,807.94,USA,Amit Yadav,New South Wales,Tables,0.2,Corporate
671794,27-08-2023,Camera,Electronics,East,3,3069,503.3,USA,Emma Smith,Maharashtra,Chairs,0.3,Home Office
800448,26-05-2023,Keyboard,Accessories,North,7,2898,490.11,UK,Amit Yadav,Delhi,Phones,0.15,Corporate
397257,30-05-2024,Tablet,Electronics,North,4,3960,632.76,USA,David Thomas,New South Wales,Paper,0.3,Home Office
499250,31-07-2024,Tablet,Electronics,South,3,1476,85.16,India,Priya Yadav,Uttar Pradesh,Paper,0.05,Corporate
857787,14-11-2023,Printer,Office,East,2,1058,298.69,India,Sneha Sharma,Texas,Chairs,0.2,Corporate
469596,27-11-2023,Monitor,Accessories,South,5,1215,162.02,India,Michael Brown,Texas,Tables,0.1,Home Office
658647,04-03-2024,Camera,Electronics,North,3,204,20.43,USA,Michael Thomas,Florida,Phones,0.1,Home Office
340157,24-12-2024,Tablet,Electronics,West,7,4137,221.66,Australia,Sneha Yadav,Maharashtra,Paper,0.2,Home Office
734034,21-05-2022,Camera,Electronics,West,5,250,16.81,Australia,John Yadav,Maharashtra,Binders,0.2,Consumer
808784,14-09-2022,Tablet,Electronics,West,5,1185,254.34,UK,David Johnson,Ontario,Tables,0.1,Consumer
842575,12-03-2024,Headphones,Accessories,South,2,1504,108.52,India,Priya Anderson,Punjab,Accessories,0.2,Consumer
142685,28-06-2024,Keyboard,Accessories,West,6,6888,945.07,UK,John Johnson,London,Phones,0.05,Home Office
292341,25-12-2024,Smartphone,Electronics,West,3,3588,958.84,UK,John Thomas,Maharashtra,Chairs,0.1,Corporate
527741,18-11-2022,Laptop,Electronics,South,7,1477,367.22,Canada,Emma Johnson,London,Binders,0.15,Corporate
434085,22-10-2022,Smartwatch,Electronics,East,8,1280,131.56,Canada,John Patel,Uttar Pradesh,Paper,0.1,Home Office
733405,16-11-2024,Tablet,Electronics,South,7,7161,630.76,UK,Priya Patel,London,Tables,0.3,Consumer
738459,13-03-2023,Printer,Office,North,5,1850,346.4,UK,Sophia Patel,California,Accessories,0.3,Home Office
143226,27-12-2023,Mouse,Accessories,East,3,3378,520.31,Australia,David Sharma,Punjab,Tables,0.15,Home Office
823371,30-10-2024,Laptop,Electronics,West,7,7672,2046.38,Australia,Michael Anderson,Uttar Pradesh,Binders,0.05,Consumer
573455,03-11-2024,Tablet,Electronics,South,6,4254,938.66,UK,Sophia Taylor,California,Paper,0.15,Home Office
573157,19-11-2024,Keyboard,Accessories,East,5,2285,279.9,USA,Sneha Patel,Florida,Tables,0.15,Home Office
476111,29-04-2024,Keyboard,Accessories,West,7,5775,680.6,Canada,Olivia Johnson,Florida,Phones,0.15,Corporate
603147,21-10-2022,Smartphone,Electronics,North,9,9360,910.35,UK,Sophia Sharma,London,Paper,0,Home Office
871827,25-01-2023,Printer,Office,North,8,6936,1156.52,Canada,Sophia Thomas,California,Chairs,0.15,Consumer
178457,17-05-2022,Camera,Electronics,East,9,5634,464.71,India,Sneha Anderson,Florida,Tables,0.1,Consumer
824723,29-03-2024,Smartphone,Electronics,North,4,2644,731.86,India,Rahul Smith,Delhi,Binders,0.05,Home Office
167881,22-11-2023,Headphones,Accessories,North,1,247,35.65,UK,John Smith,Delhi,Paper,0.2,Home Office
140341,24-09-2023,Laptop,Electronics,East,7,1869,357.27,India,Amit Brown,Punjab,Phones,0.3,Consumer
393506,17-07-2024,Smartwatch,Electronics,West,7,1988,430.59,USA,John Smith,California,Paper,0.2,Corporate
311093,17-06-2023,Laptop,Electronics,West,4,1920,549.11,Australia,Priya Taylor,London,Tables,0.3,Consumer
897419,20-05-2024,Headphones,Accessories,West,3,2577,196.37,USA,Sneha Yadav,Delhi,Chairs,0.3,Home Office
303412,10-06-2024,Camera,Electronics,East,3,828,117.95,Canada,Priya Smith,Uttar Pradesh,Binders,0.1,Home Office
154884,31-01-2022,Camera,Electronics,South,2,1580,403.76,USA,Sneha Johnson,Texas,Chairs,0.3,Consumer
219782,13-09-2023,Camera,Electronics,East,9,9009,1909.26,India,Michael Thomas,Uttar Pradesh,Paper,0.15,Home Office
174652,01-10-2022,Smartphone,Electronics,East,9,7425,1580.86,UK,Sneha Anderson,Maharashtra,Chairs,0.05,Consumer
460915,24-12-2024,Monitor,Accessories,West,5,2945,672.35,Canada,Michael Thomas,Uttar Pradesh,Tables,0.05,Consumer
389726,19-07-2023,Mouse,Accessories,West,3,294,22.9,Canada,Rahul Thomas,Delhi,Tables,0.05,Corporate
531670,17-05-2024,Mouse,Accessories,South,5,5875,789.23,Canada,Emma Anderson,London,Phones,0.3,Home Office
608683,17-01-2022,Smartwatch,Electronics,West,3,1308,197.6,Australia,Emma Yadav,California,Binders,0.3,Consumer
121484,10-01-2024,Monitor,Accessories,South,4,2360,391.82,UK,Emma Patel,Maharashtra,Phones,0.1,Consumer
787461,10-04-2023,Smartwatch,Electronics,West,6,1008,245.45,India,John Brown,Punjab,Tables,0.3,Consumer
120896,27-10-2023,Smartwatch,Electronics,North,6,1344,338.4,Australia,David Thomas,Delhi,Paper,0,Consumer
172084,12-01-2022,Printer,Office,West,7,5635,1185.97,India,Olivia Sharma,Delhi,Binders,0.15,Corporate
260824,15-09-2023,Mouse,Accessories,East,4,4088,1200.03,UK,David Thomas,Uttar Pradesh,Binders,0.15,Home Office
243914,04-12-2024,Camera,Electronics,South,8,2192,441.77,UK,John Patel,New South Wales,Tables,0,Corporate
618845,06-06-2022,Keyboard,Accessories,South,8,1952,444.15,India,Priya Sharma,Florida,Paper,0.05,Consumer
552075,28-01-2023,Smartphone,Electronics,East,7,3955,1144.76,India,Sophia Smith,New South Wales,Paper,0.3,Consumer
951565,24-06-2023,Mouse,Accessories,South,8,5256,1118.16,Canada,Amit Thomas,Maharashtra,Phones,0.05,Home Office
917708,28-12-2022,Camera,Electronics,North,1,1163,115.09,UK,Amit Thomas,California,Tables,0.05,Home Office
696899,24-09-2022,Smartwatch,Electronics,North,9,5004,973.65,India,Sophia Singh,Florida,Phones,0.05,Consumer
287453,06-05-2023,Mouse,Accessories,North,8,9128,1342.19,USA,Priya Yadav,Punjab,Phones,0,Corporate
283334,13-07-2023,Laptop,Electronics,East,4,4700,576.34,USA,David Sharma,Punjab,Binders,0.2,Home Office
975069,05-01-2022,Camera,Electronics,West,2,1686,146.39,Canada,Sophia Yadav,Florida,Phones,0.3,Home Office
794999,03-08-2024,Keyboard,Accessories,South,9,4572,279.54,India,David Yadav,Florida,Phones,0.15,Corporate
792667,21-08-2023,Smartphone,Electronics,South,5,2510,515.12,India,Amit Taylor,Maharashtra,Binders,0,Corporate
234442,04-06-2023,Smartphone,Electronics,West,3,3117,829.09,USA,Sneha Singh,Ontario,Binders,0.1,Corporate
436508,12-05-2024,Laptop,Electronics,West,1,380,94.35,USA,John Yadav,Uttar Pradesh,Phones,0.15,Corporate
393433,14-07-2023,Monitor,Accessories,West,9,2889,604.19,USA,Rahul Johnson,New South Wales,Tables,0.3,Corporate
356086,08-11-2024,Smartwatch,Electronics,East,9,3654,581.9,India,Sophia Thomas,Uttar Pradesh,Tables,0.2,Corporate
144451,12-09-2023,Printer,Office,East,6,5610,298.77,USA,Amit Patel,London,Paper,0.1,Home Office
909974,27-04-2024,Smartphone,Electronics,South,1,668,99.4,Australia,Priya Yadav,Delhi,Accessories,0.05,Corporate
288791,08-01-2022,Smartphone,Electronics,South,7,3983,360.13,India,Olivia Yadav,New South Wales,Tables,0.2,Home Office
124852,24-01-2024,Keyboard,Accessories,South,1,1112,272.81,UK,Rahul Taylor,Uttar Pradesh,Binders,0,Home Office
901281,20-06-2022,Monitor,Accessories,North,9,4230,221.06,Australia,Sneha Patel,Delhi,Chairs,0,Home Office
817878,01-08-2024,Tablet,Electronics,East,8,2968,530.3,India,Priya Yadav,Maharashtra,Tables,0,Home Office
580545,10-01-2022,Monitor,Accessories,West,5,4690,706.74,Canada,Michael Patel,New South Wales,Phones,0.05,Home Office
990672,09-05-2022,Camera,Electronics,West,6,4296,1240.31,UK,Rahul Brown,Texas,Chairs,0.1,Consumer
862142,19-12-2023,Camera,Electronics,North,7,7203,523.52,India,Rahul Johnson,Delhi,Accessories,0.05,Home Office
279507,20-11-2022,Smartphone,Electronics,North,4,3640,695.31,India,David Sharma,New South Wales,Accessories,0,Corporate
780245,11-11-2022,Smartphone,Electronics,East,1,1131,304.62,UK,Sophia Singh,Punjab,Tables,0.1,Home Office
330810,03-01-2024,Camera,Electronics,West,9,3627,797.53,Australia,David Anderson,Texas,Paper,0,Home Office
258614,11-08-2023,Mouse,Accessories,South,8,7968,1249.98,UK,Amit Johnson,Florida,Tables,0.2,Home Office
804763,23-11-2022,Headphones,Accessories,South,3,3546,490.28,USA,Sneha Brown,Punjab,Accessories,0.15,Home Office
837690,01-03-2024,Tablet,Electronics,South,5,2270,546.56,Australia,Amit Anderson,Punjab,Paper,0.1,Corporate
694776,07-07-2023,Keyboard,Accessories,West,2,1354,136.91,Australia,Sneha Sharma,Florida,Tables,0.2,Home Office
424955,20-04-2023,Headphones,Accessories,West,7,6811,1423.57,UK,Emma Smith,Uttar Pradesh,Phones,0.05,Corporate
877386,09-02-2022,Smartwatch,Electronics,East,3,1410,232.65,UK,Sophia Yadav,New South Wales,Tables,0.1,Consumer
631527,17-10-2022,Keyboard,Accessories,North,2,1170,249.99,India,Olivia Yadav,Maharashtra,Chairs,0.15,Home Office
128075,04-08-2023,Laptop,Electronics,East,7,4739,740.74,Canada,Amit Thomas,Ontario,Phones,0,Corporate
957403,01-12-2023,Mouse,Accessories,South,9,7866,1554.38,India,John Patel,London,Accessories,0.15,Corporate
929495,31-07-2022,Monitor,Accessories,East,5,3645,388.31,USA,John Singh,Florida,Chairs,0,Corporate
749820,24-02-2023,Headphones,Accessories,East,6,5358,568.34,Canada,Priya Brown,Uttar Pradesh,Binders,0.3,Corporate
714040,18-05-2024,Camera,Electronics,North,5,1775,486.37,USA,Rahul Anderson,Uttar Pradesh,Tables,0.2,Corporate
152522,19-05-2023,Headphones,Accessories,South,9,4905,1351.25,Australia,Emma Anderson,New South Wales,Phones,0.05,Home Office
202125,29-09-2022,Mouse,Accessories,East,6,4260,372.33,USA,Olivia Yadav,Maharashtra,Chairs,0.15,Corporate
150253,03-09-2024,Printer,Office,East,2,1632,292.78,USA,John Thomas,New South Wales,Tables,0.15,Corporate
904240,12-03-2023,Smartwatch,Electronics,East,6,3324,466.78,Australia,Priya Sharma,Punjab,Binders,0.1,Home Office
833940,17-07-2023,Camera,Electronics,West,5,4590,347.14,UK,David Patel,California,Phones,0,Consumer
492742,14-04-2022,Laptop,Electronics,East,9,8496,2182.42,USA,Emma Johnson,London,Accessories,0.2,Consumer
212957,16-06-2022,Printer,Office,North,6,6444,518.79,Australia,Priya Thomas,New South Wales,Paper,0.05,Corporate
716267,14-03-2022,Camera,Electronics,North,1,812,51.13,USA,Sophia Singh,Punjab,Tables,0.05,Home Office
580233,15-07-2023,Monitor,Accessories,West,6,1764,465.93,India,Michael Singh,Maharashtra,Chairs,0.15,Home Office
685621,13-05-2024,Printer,Office,West,1,1012,172.67,USA,John Anderson,Florida,Chairs,0,Consumer
982030,03-05-2023,Keyboard,Accessories,South,2,836,47.07,UK,Michael Brown,California,Phones,0.2,Consumer
466037,29-12-2023,Smartwatch,Electronics,East,1,723,115.26,India,Amit Singh,Delhi,Chairs,0.3,Corporate
732703,05-12-2022,Headphones,Accessories,North,6,5628,1033.15,India,Michael Johnson,Texas,Accessories,0.15,Consumer
787103,26-09-2024,Laptop,Electronics,North,5,1660,283.14,UK,Olivia Taylor,California,Chairs,0.15,Home Office
456124,28-03-2023,Headphones,Accessories,West,3,2295,244.83,UK,Emma Smith,London,Binders,0.15,Home Office
552401,19-04-2024,Printer,Office,East,2,2190,477.8,Canada,Amit Taylor,Maharashtra,Paper,0.15,Corporate
170440,11-10-2024,Tablet,Electronics,East,7,3500,919.35,India,David Anderson,Ontario,Chairs,0.3,Consumer
934720,23-04-2022,Headphones,Accessories,West,2,1098,239.92,USA,Emma Johnson,Ontario,Binders,0,Home Office
826333,01-06-2023,Mouse,Accessories,North,5,945,194.03,UK,Amit Yadav,London,Tables,0,Home Office
878354,19-02-2022,Mouse,Accessories,West,6,5622,1382.67,Australia,Sneha Brown,Ontario,Paper,0.05,Consumer
918821,13-07-2023,Camera,Electronics,East,3,2325,309.49,Australia,Sneha Patel,Maharashtra,Chairs,0,Home Office
204350,03-08-2022,Keyboard,Accessories,South,1,1157,252.08,USA,Sophia Johnson,Delhi,Binders,0,Corporate
216711,30-01-2024,Printer,Office,West,3,531,126.24,Australia,Priya Johnson,Uttar Pradesh,Binders,0.3,Corporate
561822,23-07-2023,Tablet,Electronics,West,2,1760,278.09,India,Amit Yadav,California,Binders,0.05,Consumer
820022,12-11-2023,Smartwatch,Electronics,North,1,371,108.58,India,John Sharma,Delhi,Chairs,0.3,Consumer
888635,15-10-2024,Smartphone,Electronics,East,4,1896,191.7,USA,John Smith,London,Chairs,0.15,Consumer
341861,09-08-2023,Smartwatch,Electronics,South,2,514,106.75,India,Olivia Smith,Florida,Paper,0.2,Consumer
609549,18-08-2022,Monitor,Accessories,West,7,1876,129.25,Canada,David Yadav,London,Paper,0.2,Corporate
602082,19-08-2023,Camera,Electronics,East,6,1182,236.12,Australia,Rahul Anderson,Texas,Binders,0.15,Consumer
709108,14-03-2022,Smartphone,Electronics,North,5,4255,961.41,UK,Priya Brown,Florida,Accessories,0.15,Consumer
996684,15-09-2022,Monitor,Accessories,North,9,1341,150.7,Canada,David Brown,Ontario,Paper,0.3,Consumer
501402,23-09-2022,Keyboard,Accessories,North,1,644,49.25,India,David Johnson,New South Wales,Paper,0.3,Corporate
465927,17-05-2024,Monitor,Accessories,South,3,1827,94.4,Australia,Michael Thomas,Punjab,Paper,0.3,Corporate
446344,27-10-2024,Camera,Electronics,North,1,930,136.16,UK,Sneha Anderson,Uttar Pradesh,Tables,0.15,Corporate
517163,15-02-2022,Camera,Electronics,South,4,528,152.8,UK,Emma Thomas,Texas,Accessories,0.2,Consumer
664019,23-02-2022,Monitor,Accessories,South,6,4236,739.22,UK,Sneha Johnson,Ontario,Phones,0.15,Consumer
183150,14-01-2023,Headphones,Accessories,North,4,1664,190.82,USA,David Taylor,Ontario,Accessories,0.1,Consumer
231736,12-01-2023,Smartwatch,Electronics,North,3,2727,554.46,Australia,David Patel,Florida,Chairs,0.2,Consumer
525855,08-02-2022,Smartwatch,Electronics,North,2,522,52.73,Canada,Olivia Smith,Ontario,Paper,0,Corporate
129387,06-12-2024,Mouse,Accessories,West,7,8288,1945.03,Australia,Priya Sharma,Punjab,Chairs,0.3,Home Office
367653,12-03-2024,Laptop,Electronics,West,9,1062,73.58,USA,John Singh,Punjab,Phones,0.05,Corporate
149676,01-10-2023,Smartphone,Electronics,East,3,1140,226.52,Australia,Rahul Taylor,London,Paper,0.3,Home Office
571893,12-04-2024,Keyboard,Accessories,East,8,3488,712.24,USA,Rahul Singh,Uttar Pradesh,Paper,0.15,Consumer
153954,22-12-2023,Tablet,Electronics,North,8,5920,1436.7,India,Olivia Taylor,London,Chairs,0,Consumer
567973,06-03-2024,Monitor,Accessories,North,9,3096,362.89,India,Emma Sharma,Maharashtra,Accessories,0.15,Corporate
856650,02-05-2024,Monitor,Accessories,South,5,3490,205.04,UK,Michael Smith,Maharashtra,Tables,0.1,Consumer
580334,02-04-2022,Smartwatch,Electronics,South,6,4374,702.62,Canada,Sneha Smith,Florida,Accessories,0.2,Home Office
114783,11-02-2024,Smartphone,Electronics,South,6,3366,541.86,India,Michael Smith,Punjab,Binders,0.15,Home Office
116083,02-04-2024,Printer,Office,East,6,822,231.62,USA,David Yadav,Maharashtra,Accessories,0.05,Corporate
750018,27-11-2024,Monitor,Accessories,North,2,340,39.12,UK,Amit Patel,Ontario,Paper,0.05,Consumer
803459,30-08-2022,Mouse,Accessories,East,1,763,217.94,USA,Amit Smith,London,Phones,0,Consumer
647143,15-07-2022,Headphones,Accessories,West,4,3408,856.98,USA,Sneha Thomas,Uttar Pradesh,Binders,0,Corporate
870667,21-02-2022,Tablet,Electronics,West,7,2282,537.71,Australia,Sophia Johnson,Uttar Pradesh,Tables,0.05,Home Office
867061,14-09-2023,Camera,Electronics,South,7,4151,1047.43,India,Amit Singh,Florida,Accessories,0,Home Office
736583,08-04-2024,Laptop,Electronics,North,7,6279,1689.55,Canada,Rahul Singh,Punjab,Chairs,0.3,Consumer
811802,24-10-2023,Monitor,Accessories,North,3,474,83.32,UK,John Johnson,Delhi,Phones,0.1,Corporate
519470,16-04-2023,Monitor,Accessories,West,5,680,176.44,USA,Sneha Thomas,Texas,Binders,0.05,Corporate
675554,15-10-2023,Headphones,Accessories,West,9,8496,1721.6,UK,Amit Taylor,California,Paper,0.05,Consumer
184237,20-08-2023,Keyboard,Accessories,South,7,7826,714.68,UK,Michael Taylor,California,Accessories,0,Consumer
350542,24-10-2023,Mouse,Accessories,South,6,4014,717.44,USA,Amit Brown,New South Wales,Tables,0.05,Consumer
472525,26-07-2024,Laptop,Electronics,East,1,687,62.82,Canada,Sophia Patel,Ontario,Paper,0,Corporate
526179,31-10-2024,Smartwatch,Electronics,South,3,2943,234.27,Canada,Sophia Thomas,Punjab,Phones,0,Consumer
807721,28-04-2022,Printer,Office,East,7,5649,660.37,Canada,John Johnson,Punjab,Paper,0.2,Consumer
479947,15-08-2024,Tablet,Electronics,North,8,3296,623.67,UK,Olivia Singh,Texas,Phones,0.3,Corporate
665615,28-09-2024,Headphones,Accessories,North,3,1137,173.92,Canada,Emma Taylor,Maharashtra,Chairs,0.3,Corporate
146131,18-07-2024,Smartphone,Electronics,North,2,380,101.7,India,John Sharma,Punjab,Chairs,0.3,Home Office
120632,22-10-2022,Laptop,Electronics,West,5,4405,1247.86,UK,Sneha Brown,Maharashtra,Phones,0.2,Home Office
710164,01-11-2022,Tablet,Electronics,East,1,120,9.43,India,Sophia Taylor,California,Accessories,0.2,Consumer
129867,13-06-2023,Printer,Office,East,1,1176,182.07,USA,Emma Patel,Ontario,Chairs,0,Corporate
345181,20-02-2023,Camera,Electronics,South,3,1770,366.58,Canada,Olivia Patel,Punjab,Chairs,0.1,Home Office
399993,20-05-2023,Camera,Electronics,South,6,4302,965.02,UK,Emma Singh,Texas,Chairs,0.1,Consumer
331645,19-12-2023,Camera,Electronics,North,3,2988,362.68,Canada,Rahul Sharma,Florida,Paper,0.15,Consumer
922963,17-06-2024,Headphones,Accessories,East,3,3033,458.41,India,David Thomas,Uttar Pradesh,Chairs,0.05,Corporate
471653,14-07-2023,Mouse,Accessories,South,9,6363,1752.65,USA,Sophia Brown,Uttar Pradesh,Phones,0.05,Consumer
759887,04-07-2022,Tablet,Electronics,West,6,3402,501.29,India,Rahul Taylor,Uttar Pradesh,Chairs,0.2,Consumer
620318,23-03-2022,Keyboard,Accessories,South,4,3496,1032.81,Canada,John Johnson,Florida,Paper,0,Consumer
819587,19-11-2022,Monitor,Accessories,East,4,1080,204.95,Australia,John Singh,Delhi,Paper,0.05,Home Office
196839,28-02-2022,Headphones,Accessories,East,6,1530,218.99,USA,Sneha Sharma,New South Wales,Accessories,0.1,Home Office
436893,11-09-2023,Keyboard,Accessories,West,4,3568,764.2,Canada,Sophia Brown,Maharashtra,Chairs,0.05,Consumer
175578,13-11-2022,Smartphone,Electronics,West,1,954,48.97,Australia,Sneha Patel,Texas,Chairs,0,Home Office
214263,17-03-2024,Camera,Electronics,West,4,1196,223.66,UK,Olivia Anderson,Maharashtra,Binders,0.05,Corporate
160357,13-02-2022,Smartwatch,Electronics,North,4,2136,217.47,UK,Rahul Patel,Maharashtra,Binders,0.1,Home Office
815037,13-07-2024,Printer,Office,South,9,8496,2316.03,UK,David Smith,New South Wales,Tables,0,Home Office
